"Url","Drug name:","Company name:","Active Ingredient:","Legal Status:"
"https://www.medicines.org.uk/emc/product/1097/smpc","Dantrium IV 20 mg powder for solution for injection","Norgine Limited","dantrolene sodium","POM: Prescription only medicine"
"https://www.medicines.org.uk/emc/product/1098/smpc","Dantrium 25mg Capsules","Norgine Limited","dantrolene sodium","POM: Prescription only medicine"
"https://www.medicines.org.uk/emc/product/4706/smpc","Dantrium 100 mg Capsules","Norgine Limited","dantrolene sodium","POM: Prescription only medicine"
"https://www.medicines.org.uk/emc/product/4124/smpc","Danol 200mg Capsules","SANOFI","danazol","POM: Prescription only medicine"
"https://www.medicines.org.uk/emc/product/1443/smpc","Danol 100mg Capsules","SANOFI","danazol","POM: Prescription only medicine"
"https://www.medicines.org.uk/emc/product/9660/smpc","Dandrazol Anti-Dandruff Shampoo","Transdermal Limited","ketoconazole","GSL: General Sales Licence"
"https://www.medicines.org.uk/emc/product/9659/smpc","Dandrazol 2% Shampoo","Transdermal Limited","ketoconazole","POM: Prescription only medicine"
"https://www.medicines.org.uk/emc/product/4380/smpc","Danazol Capsules 200 mg","Mylan","danazol","POM: Prescription only medicine"
"https://www.medicines.org.uk/emc/product/4379/smpc","Danazol Capsules 100 mg","Mylan","danazol","POM: Prescription only medicine"
"https://www.medicines.org.uk/emc/product/5369/smpc","Danaparoid Sodium 750 anti-Xa units, solution for injection","Aspen","danaparoid sodium","POM: Prescription only medicine"
"https://www.medicines.org.uk/emc/product/1727/smpc","Dalmane 15 mg Capsules","Mylan","flurazepam monohydrochloride","POM: Prescription only medicine"
"https://www.medicines.org.uk/emc/product/1726/smpc","Dalmane 30 mg Capsules","Mylan","flurazepam monohydrochloride","POM: Prescription only medicine"
"https://www.medicines.org.uk/emc/product/1079/smpc","Dalacin T Topical Solution","Pfizer Limited","clindamycin phosphate","POM: Prescription only medicine"
"https://www.medicines.org.uk/emc/product/1080/smpc","Dalacin Cream 2%","Pfizer Limited","clindamycin phosphate","POM: Prescription only medicine"
"https://www.medicines.org.uk/emc/product/1078/smpc","Dalacin C Phosphate Sterile Solution","Pfizer Limited","clindamycin phosphate","POM: Prescription only medicine"
"https://www.medicines.org.uk/emc/product/3844/smpc","Dalacin T Topical Lotion or Clindamycin Phosphate Topical Lotion","Pfizer Limited","clindamycin phosphate","POM: Prescription only medicine"
"https://www.medicines.org.uk/emc/product/6809/smpc","Dalacin C Capsules 75mg","Pfizer Limited","clindamycin hydrochloride","POM: Prescription only medicine"
"https://www.medicines.org.uk/emc/product/1210/smpc","Dalacin C Capsules 150 mg","Pfizer Limited","clindamycin hydrochloride","POM: Prescription only medicine"
"https://www.medicines.org.uk/emc/product/6597/smpc","Daktarin Sugar Free 2% Oral Gel","McNeil Products Ltd","miconazole","P: Pharmacy"
"https://www.medicines.org.uk/emc/product/966/smpc","Daktarin Powder","McNeil Products Ltd","miconazole nitrate","P: Pharmacy"
"https://www.medicines.org.uk/emc/product/1503/smpc","Daktarin Oral Gel","Janssen-Cilag Ltd","miconazole","POM: Prescription only medicine"
"https://www.medicines.org.uk/emc/product/488/smpc","Daktarin Intensiv Cream","McNeil Products Ltd","ketoconazole","GSL: General Sales Licence"
"https://www.medicines.org.uk/emc/product/439/smpc","Daktarin Gold 2% Cream","McNeil Products Ltd","ketoconazole","P: Pharmacy"
"https://www.medicines.org.uk/emc/product/443/smpc","Daktarin 2% Cream","McNeil Products Ltd","miconazole nitrate","P: Pharmacy"
"https://www.medicines.org.uk/emc/product/1318/smpc","Daktarin Aktiv Spray Powder","McNeil Products Ltd","miconazole nitrate","GSL: General Sales Licence"
"https://www.medicines.org.uk/emc/product/1435/smpc","Daktarin 2% w/w cream","Janssen-Cilag Ltd","miconazole nitrate","P: Pharmacy"
"https://www.medicines.org.uk/emc/product/2193/smpc","Daktarin Aktiv Cream","McNeil Products Ltd","miconazole nitrate","GSL: General Sales Licence"
"https://www.medicines.org.uk/emc/product/1557/smpc","Daktacort Hydrocortisone Cream","McNeil Products Ltd","hydrocortisone acetate,miconazole nitrate","P: Pharmacy"
"https://www.medicines.org.uk/emc/product/4652/smpc","Daktacort 2% / 1% w/w ointment","Janssen-Cilag Ltd","hydrocortisone,miconazole nitrate","POM: Prescription only medicine"
"https://www.medicines.org.uk/emc/product/2838/smpc","Dacogen 50 mg powder for concentrate for solution for infusion.","Janssen-Cilag Ltd","decitabine","POM: Prescription only medicine"
"https://www.medicines.org.uk/emc/product/1434/smpc","Daktacort 2% / 1% w/w cream","Janssen-Cilag Ltd","hydrocortisone,miconazole nitrate","POM: Prescription only medicine"
"https://www.medicines.org.uk/emc/product/7749/smpc","Dacarbazine 200 mg powder for solution for injection/infusion","medac GmbH","dacarbazine citrate","POM: Prescription only medicine"
"https://www.medicines.org.uk/emc/product/9632/smpc","Dacepton 5 mg/ml solution for infusion","Ever Pharma UK Limited","apomorphine hydrochloride hemihydrate","POM: Prescription only medicine"
"https://www.medicines.org.uk/emc/product/7747/smpc","Dacarbazine 1000 mg powder for solution for infusion","medac GmbH","dacarbazine citrate","POM: Prescription only medicine"
"https://www.medicines.org.uk/emc/product/9650/smpc","Dacepton 10 mg/ml solution for injection in cartridge","Ever Pharma UK Limited","apomorphine hydrochloride hemihydrate","POM: Prescription only medicine"
"https://www.medicines.org.uk/emc/product/999/smpc","Dacarbazine 100 mg powder for solution for injection/infusion","medac GmbH","dacarbazine citrate","POM: Prescription only medicine"
"https://www.medicines.org.uk/emc/product/2018/smpc","D. farinae 10,000 DU/ml ODC Solution for skin prick test","Allergy Therapeutics","D. farinae","POM: Prescription only medicine"
"https://www.medicines.org.uk/emc/product/7748/smpc","Dacarbazine 500 mg powder for solution for infusion","medac GmbH","dacarbazine citrate","POM: Prescription only medicine"
"https://www.medicines.org.uk/emc/product/2017/smpc","D. pteronyssinus 10,000 DU/ml ODC Solution for skin prick test","Allergy Therapeutics","D. pteronyssinus","POM: Prescription only medicine"
"https://www.medicines.org.uk/emc/product/3664/smpc","Calpol Six Plus Suspension Sugar Free 80ml Bottle (GSL)","McNeil Products Ltd","paracetamol","GSL: General Sales Licence"
"https://www.medicines.org.uk/emc/product/10402/pil","Calpol Six Plus Fast Melts (PIL)","McNeil Products Ltd","paracetamol","P: Pharmacy,GSL: General Sales Licence"
"https://www.medicines.org.uk/emc/product/6588/smpc","Calpol Six Plus Sugar Free Suspension (Sachets/GSL)","McNeil Products Ltd","paracetamol","GSL: General Sales Licence"
"https://www.medicines.org.uk/emc/product/1484/smpc","Calpol Six Plus Suspension","McNeil Products Ltd","paracetamol","P: Pharmacy"
"https://www.medicines.org.uk/emc/product/255/smpc","Calpol Six Plus Fast Melts (Packsize 12)","McNeil Products Ltd","paracetamol","GSL: General Sales Licence"
"https://www.medicines.org.uk/emc/product/1721/smpc","Calpol Six Plus Sugar Free Suspension (P)","McNeil Products Ltd","paracetamol","P: Pharmacy"
"https://www.medicines.org.uk/emc/product/6634/smpc","CALPOL Infant Suspension (P)","McNeil Products Ltd","paracetamol","P: Pharmacy"
"https://www.medicines.org.uk/emc/product/5908/smpc","Calpol Infant Sugar Free Colour Free 120 mg/5 ml Oral Suspension","McNeil Products Ltd","paracetamol","GSL: General Sales Licence"
"https://www.medicines.org.uk/emc/product/259/smpc","Calgel Teething Gel","McNeil Products Ltd","lidocaine hydrochloride,cetylpyridinium chloride","P: Pharmacy"
"https://www.medicines.org.uk/emc/product/260/smpc","Calpol Infant Suspension (GSL)","McNeil Products Ltd","paracetamol","GSL: General Sales Licence"
"https://www.medicines.org.uk/emc/product/1186/smpc","Calpol Infant Suspension Sachets","McNeil Products Ltd","paracetamol","GSL: General Sales Licence"
"https://www.medicines.org.uk/emc/product/292/smpc","Calfovit D3 1200 mg/ 800 I.U. powder for oral suspension","A. Menarini Farmaceutica Internazionale SRL","colecalciferol; cholecalciferol,calcium phosphate","P: Pharmacy"
"https://www.medicines.org.uk/emc/product/5578/smpc","Calpol Six Plus Fast Melts (Packsize 24)","McNeil Products Ltd","paracetamol","P: Pharmacy"
"https://www.medicines.org.uk/emc/product/2061/smpc","CalCough Children's Syrup","McNeil Products Ltd","glycerol,sucrose","GSL: General Sales Licence"
"https://www.medicines.org.uk/emc/product/475/smpc","CalCough Infant Syrup","McNeil Products Ltd","glycerol","GSL: General Sales Licence"
"https://www.medicines.org.uk/emc/product/6287/smpc","Calcort 6mg Tablets","SANOFI","deflazacort","POM: Prescription only medicine"
"https://www.medicines.org.uk/emc/product/5733/smpc","Calcium Lactate Tablets BP 300mg","Accord-UK Ltd","calcium lactate","GSL: General Sales Licence"
"https://www.medicines.org.uk/emc/product/1439/smpc","Calcium Resonium 99.934% w/w Powder for Oral/Rectal Suspension","SANOFI","calcium polystyrene sulfonate","P: Pharmacy"
"https://www.medicines.org.uk/emc/product/6264/smpc","Calcium Gluconate Injection BP","hameln pharmaceuticals ltd","calcium gluconate","POM: Prescription only medicine"
"https://www.medicines.org.uk/emc/product/6562/smpc","Calcium Folinate 7.5 mg/mL Injection","Hospira UK Ltd","calcium folinate","POM: Prescription only medicine"
"https://www.medicines.org.uk/emc/product/6343/smpc","Calcium Folinate 15mg Tablets","Hospira UK Ltd","calcium folinate","POM: Prescription only medicine"
"https://www.medicines.org.uk/emc/product/3786/smpc","Calcium Folinate 3 mg/ml Injection","Hospira UK Ltd","calcium folinate","POM: Prescription only medicine"
"https://www.medicines.org.uk/emc/product/9649/smpc","Calcium Folinate 10 mg/ml Solution for Injection or Infusion","Sandoz Limited","calcium folinate hydrate","POM: Prescription only medicine"
"https://www.medicines.org.uk/emc/product/2528/smpc","Calcium Folinate 10mg/ml Solution for injection or infusion","Consilient Health Ltd","calcium folinate","POM: Prescription only medicine"
"https://www.medicines.org.uk/emc/product/4126/smpc","Calcium Chloride Intravenous Infusion, 10% w/v","Martindale Pharma, an Ethypharm Group Company","calcium chloride ","POM: Prescription only medicine"
"https://www.medicines.org.uk/emc/product/1572/smpc","Calcium Folinate 10 mg/ml Injection","Hospira UK Ltd","calcium folinate","POM: Prescription only medicine"
"https://www.medicines.org.uk/emc/product/3585/smpc","Calcium Chloride Injection 10 millimoles in 10 ml","Martindale Pharma, an Ethypharm Group Company","calcium chloride dihydrate","POM: Prescription only medicine"
"https://www.medicines.org.uk/emc/product/2002/smpc","Calcipotriol/Betamethasone Sandoz 50 micrograms per g / 500 micrograms per g ointment","Sandoz Limited","betamethasone dipropionate,calcipotriol monohydrate","POM: Prescription only medicine"
"https://www.medicines.org.uk/emc/product/442/smpc","Calcipotriol 50 micrograms/ml Scalp Solution","Sandoz Limited","calcipotriol","POM: Prescription only medicine"
"https://www.medicines.org.uk/emc/product/6899/smpc","Calcipotriol Ointment 50micrograms/g","Sandoz Limited","calcipotriol","POM: Prescription only medicine"
"https://www.medicines.org.uk/emc/product/2039/smpc","CALCI-D 1000 mg /1000 IU chewable tablets","Consilient Health Ltd","calcium carbonate,colecalciferol; cholecalciferol","POM: Prescription only medicine"
"https://www.medicines.org.uk/emc/product/5229/smpc","Calcichew-D3 Forte Chewable Tablets","Takeda UK Ltd","calcium carbonate,colecalciferol; cholecalciferol","P: Pharmacy"
"https://www.medicines.org.uk/emc/product/5228/smpc","Calcichew-D3 Forte 500 mg/400 IU Film-coated Tablets","Takeda UK Ltd","calcium carbonate,colecalciferol; cholecalciferol","P: Pharmacy"
"https://www.medicines.org.uk/emc/product/3419/smpc","Calcichew-D3 1000 mg/800 IU Once Daily chewable tablets","Takeda UK Ltd","calcium carbonate,colecalciferol; cholecalciferol","P: Pharmacy"
"https://www.medicines.org.uk/emc/product/5230/smpc","Calcichew Forte Chewable Tablets","Takeda UK Ltd","calcium carbonate","P: Pharmacy"
"https://www.medicines.org.uk/emc/product/5231/smpc","Calcichew D3 Chewable Tablets","Takeda UK Ltd","calcium carbonate,colecalciferol; cholecalciferol","P: Pharmacy"
"https://www.medicines.org.uk/emc/product/5232/smpc","Calcichew 500mg Chewable Tablets","Takeda UK Ltd","calcium carbonate","P: Pharmacy"
"https://www.medicines.org.uk/emc/product/3747/smpc","Calceos 500mg/400IU Chewable Tablets","Galen Limited","calcium carbonate,colecalciferol; cholecalciferol","P: Pharmacy"
"https://www.medicines.org.uk/emc/product/4822/smpc","Calamine Lotion BP","Thornton & Ross Ltd","zinc oxide,calamine","GSL: General Sales Licence"
"https://www.medicines.org.uk/emc/product/5146/smpc","Caffeine Citrate 10mg/ml Solution for Injection","Martindale Pharma, an Ethypharm Group Company","caffeine citrate","POM: Prescription only medicine"
"https://www.medicines.org.uk/emc/product/5145/smpc","Caffeine Citrate 10mg/ml Oral Solution","Martindale Pharma, an Ethypharm Group Company","caffeine citrate","POM: Prescription only medicine"
"https://www.medicines.org.uk/emc/product/1462/smpc","Caelyx pegylated liposomal 2 mg/ml concentrate for solution for infusion","Janssen-Cilag Ltd","doxorubicin hydrochloride","POM: Prescription only medicine"
"https://www.medicines.org.uk/emc/product/3842/smpc","Cacit 500mg Effervescent Tablets","Warner Chilcott UK Limited (a subsidiary of Actavis PLC)","calcium carbonate","P: Pharmacy"
"https://www.medicines.org.uk/emc/product/7631/smpc","Cabometyx 60 mg Film-coated Tablets","Ipsen Ltd","cabozantinib","POM: Prescription only medicine"
"https://www.medicines.org.uk/emc/product/7632/smpc","Cabometyx 40 mg Film-coated Tablets","Ipsen Ltd","cabozantinib","POM: Prescription only medicine"
"https://www.medicines.org.uk/emc/product/4331/smpc","Cabometyx 20 mg Film-coated Tablets","Ipsen Ltd","cabozantinib","POM: Prescription only medicine"
"https://www.medicines.org.uk/emc/product/10347/smpc","Cablivi 10 mg powder and solvent for solution for injection","Sanofi Genzyme","caplacizumab","POM: Prescription only medicine"
"https://www.medicines.org.uk/emc/product/2846/smpc","Cabaser Tablets 2 mg","Pfizer Limited","cabergoline","POM: Prescription only medicine"
"https://www.medicines.org.uk/emc/product/1074/smpc","Cabaser 1 mg Tablets","Pfizer Limited","cabergoline","POM: Prescription only medicine"
"https://www.medicines.org.uk/emc/product/6478/smpc","Beechams Max Strength Sore Throat Blackberry Flavour Lozenges","GlaxoSmithKline Consumer Healthcare","benzalkonium chloride,hexylresorcinol","GSL: General Sales Licence"
"https://www.medicines.org.uk/emc/product/1765/smpc","Beechams Max Strength All in One Hot Lemon Menthol Flavour powder for oral solution","GlaxoSmithKline Consumer Healthcare","paracetamol,phenylephrine hydrochloride,guaifenesin","GSL: General Sales Licence"
"https://www.medicines.org.uk/emc/product/6483/smpc","Beechams Max Strength All in One Capsules, hard","GlaxoSmithKline Consumer Healthcare","paracetamol,phenylephrine hydrochloride,guaifenesin","GSL: General Sales Licence"
"https://www.medicines.org.uk/emc/product/2417/smpc","Beechams Flu-Plus Caplets P","GlaxoSmithKline Consumer Healthcare","paracetamol,caffeine,phenylephrine hydrochloride","P: Pharmacy"
"https://www.medicines.org.uk/emc/product/359/smpc","Beechams Flu-Plus Hot Berry Fruits","GlaxoSmithKline Consumer Healthcare","paracetamol,phenylephrine hydrochloride,ascorbic acid","GSL: General Sales Licence"
"https://www.medicines.org.uk/emc/product/3925/smpc","Beechams Flu-Plus Caplets GSL","GlaxoSmithKline Consumer Healthcare","paracetamol,caffeine,phenylephrine hydrochloride","GSL: General Sales Licence"
"https://www.medicines.org.uk/emc/product/6477/smpc","Beechams Flu Plus Hot Lemon","GlaxoSmithKline Consumer Healthcare","paracetamol,phenylephrine hydrochloride,ascorbic acid","GSL: General Sales Licence"
"https://www.medicines.org.uk/emc/product/357/smpc","Beechams Cold and Flu Hot Lemon and Honey","GlaxoSmithKline Consumer Healthcare","paracetamol,phenylephrine hydrochloride","GSL: General Sales Licence"
"https://www.medicines.org.uk/emc/product/358/smpc","Beechams Cold and Flu Hot Lemon","GlaxoSmithKline Consumer Healthcare","paracetamol,phenylephrine hydrochloride","GSL: General Sales Licence"
"https://www.medicines.org.uk/emc/product/356/smpc","Beechams Cold and Flu Hot Blackcurrant","GlaxoSmithKline Consumer Healthcare","paracetamol,phenylephrine hydrochloride","GSL: General Sales Licence"
"https://www.medicines.org.uk/emc/product/3527/smpc","Beechams Cold and Flu Capsules","GlaxoSmithKline Consumer Healthcare","paracetamol,caffeine,phenylephrine hydrochloride","GSL: General Sales Licence"
"https://www.medicines.org.uk/emc/product/4749/smpc","Beechams Breathe Clear Hot Honey & Lemon Menthol Flavour Powder for Oral Solution","GlaxoSmithKline Consumer Healthcare","paracetamol,phenylephrine hydrochloride","GSL: General Sales Licence"
"https://www.medicines.org.uk/emc/product/6476/smpc","Beechams All-In-One Tablets","GlaxoSmithKline Consumer Healthcare","paracetamol,phenylephrine hydrochloride,guaifenesin","GSL: General Sales Licence"
"https://www.medicines.org.uk/emc/product/3913/smpc","Beechams All-in-One","GlaxoSmithKline Consumer Healthcare","paracetamol,phenylephrine hydrochloride,guaifenesin","GSL: General Sales Licence"
"https://www.medicines.org.uk/emc/product/6545/smpc","Bedranol 80mg SR Capsules","Sandoz Limited","propranolol hydrochloride","POM: Prescription only medicine"
"https://www.medicines.org.uk/emc/product/6546/smpc","Bedranol 160mg SR Capsules","Sandoz Limited","propranolol hydrochloride","POM: Prescription only medicine"
"https://www.medicines.org.uk/emc/product/26/smpc","Beconase Hayfever Relief for Adults 0.05% Nasal Spray","Omega Pharma Ltd","beclometasone dipropionate","GSL: General Sales Licence"
"https://www.medicines.org.uk/emc/product/844/smpc","Beconase Aqueous Nasal Spray","GlaxoSmithKline UK","beclometasone dipropionate monohydrate","POM: Prescription only medicine"
"https://www.medicines.org.uk/emc/product/54/smpc","Beconase Hayfever","Omega Pharma Ltd","beclometasone dipropionate","P: Pharmacy"
"https://www.medicines.org.uk/emc/product/2934/smpc","Beacita 120mg Capsules, hard","Accord-UK Ltd","orlistat","POM: Prescription only medicine"
"https://www.medicines.org.uk/emc/product/5332/smpc","BecoAllergy 10mg Tablets","Omega Pharma Ltd","cetirizine hydrochloride","GSL: General Sales Licence"
"https://www.medicines.org.uk/emc/product/6625/smpc","Bazuka Treatment Gel","Diomed Developments Limited","salicylic acid,lactic acid","GSL: General Sales Licence"
"https://www.medicines.org.uk/emc/product/9890/smpc","BCG Vaccine AJV","AJ Vaccines A/S","bacillus calmette-guerin","POM: Prescription only medicine"
"https://www.medicines.org.uk/emc/product/296/smpc","Bazuka Gel","Diomed Developments Limited","salicylic acid,lactic acid","P: Pharmacy"
"https://www.medicines.org.uk/emc/product/4612/smpc","Bazuka Extra Strength Treatment Gel","Diomed Developments Limited","salicylic acid","GSL: General Sales Licence"
"https://www.medicines.org.uk/emc/product/303/smpc","Bazuka Extra Strength Gel","Diomed Developments Limited","salicylic acid","P: Pharmacy"
"https://www.medicines.org.uk/emc/product/8453/smpc","Bavencio 20 mg/mL concentrate for solution for infusion","Merck - Pfizer","avelumab","POM: Prescription only medicine"
"https://www.medicines.org.uk/emc/product/9347/smpc","Bascellex 50 mg/g cream","Ranbaxy (UK) Limited a Sun Pharmaceutical Company","imiquimod","POM: Prescription only medicine"
"https://www.medicines.org.uk/emc/product/7727/smpc","Baraclude 1.0 mg film coated tablets","Bristol-Myers Squibb Pharmaceuticals limited","entecavir monohydrate","POM: Prescription only medicine"
"https://www.medicines.org.uk/emc/product/213/smpc","Baraclude 0.5 mg film coated tablets","Bristol-Myers Squibb Pharmaceuticals limited","entecavir monohydrate","POM: Prescription only medicine"
"https://www.medicines.org.uk/emc/product/1652/pil","Bambec Tablets 20mg","AstraZeneca UK Limited","bambuterol hydrochloride","POM: Prescription only medicine"
"https://www.medicines.org.uk/emc/product/1651/smpc","Bambec Tablets 10mg","AstraZeneca UK Limited","bambuterol hydrochloride","POM: Prescription only medicine"
"https://www.medicines.org.uk/emc/product/2089/smpc","Baraclude 0.05 mg/ml oral solution","Bristol-Myers Squibb Pharmaceuticals limited","entecavir monohydrate","POM: Prescription only medicine"
"https://www.medicines.org.uk/emc/product/6388/smpc","Balneum Plus Cream","Almirall Limited ","urea,lauromacrogols","GSL: General Sales Licence"
"https://www.medicines.org.uk/emc/product/6393/smpc","Balneum Plus Bath Oil","Almirall Limited ","lauromacrogols,soya oil","GSL: General Sales Licence"
"https://www.medicines.org.uk/emc/product/6392/smpc","Balneum Bath Oil","Almirall Limited ","soya oil","GSL: General Sales Licence"
"https://www.medicines.org.uk/emc/product/1156/smpc","Bactroban Ointment 2%","GlaxoSmithKline UK","mupirocin","POM: Prescription only medicine"
"https://www.medicines.org.uk/emc/product/1155/smpc","Bactroban Nasal Ointment 2%","GlaxoSmithKline UK","mupirocin","POM: Prescription only medicine"
"https://www.medicines.org.uk/emc/product/3812/smpc","Bactroban 2% Cream","GlaxoSmithKline UK","mupirocin calcium","POM: Prescription only medicine"
"https://www.medicines.org.uk/emc/product/6655/smpc","Bacteriostatic Water for Injection","Pfizer Limited","no active ingredients","POM: Prescription only medicine"
"https://www.medicines.org.uk/emc/product/6651/smpc","Bacteriostatic Saline for Injection","Pfizer Limited","sodium chloride","POM: Prescription only medicine"
"https://www.medicines.org.uk/emc/product/5728/smpc","Baclofen Tablets BP 10mg","Accord-UK Ltd","baclofen","POM: Prescription only medicine"
"https://www.medicines.org.uk/emc/product/2594/smpc","Baclofen Tablets 10mg","Mylan","baclofen","POM: Prescription only medicine"
"https://www.medicines.org.uk/emc/product/3345/smpc","Baclofen 5mg/5ml Oral Liquid","ADVANZ Pharma","baclofen","POM: Prescription only medicine"
"https://www.medicines.org.uk/emc/product/3266/smpc","Baclofen 2mg/ml Solution for Infusion","Aguettant Ltd","baclofen","POM: Prescription only medicine"
"https://www.medicines.org.uk/emc/product/3268/smpc","Baclofen 0.5mg/ml solution for infusion","Aguettant Ltd","baclofen","POM: Prescription only medicine"
"https://www.medicines.org.uk/emc/product/2019/smpc","B5 Weeds and Shrub Pollen 2.5% w/v Solution for skin prick test","Allergy Therapeutics","B5 weeds and shrub pollen","POM: Prescription only medicine"
"https://www.medicines.org.uk/emc/product/3267/smpc","Baclofen 0.05mg/ml solution for injection","Aguettant Ltd","baclofen","POM: Prescription only medicine"
"https://www.medicines.org.uk/emc/product/2020/smpc","B3 Tree Pollens 2.5% w/v Solution for skin prick test","Allergy Therapeutics","B3 tree pollens","POM: Prescription only medicine"
"https://www.medicines.org.uk/emc/product/2021/smpc","B2 Grass Pollens 10,000 DU/ml ODC Solution for skin prick test","Allergy Therapeutics","B2 grass pollens","POM: Prescription only medicine"
"https://www.medicines.org.uk/emc/product/2785/smpc","Acetazolamide 250mg Tablets","ADVANZ Pharma","acetazolamide","POM: Prescription only medicine"
"https://www.medicines.org.uk/emc/product/2488/smpc","Acetylcysteine 200mg Powder for Oral Solution","Colonis Pharma Ltd","acetylcysteine","POM: Prescription only medicine"
"https://www.medicines.org.uk/emc/product/4240/smpc","Aceclofenac 100 mg film-coated Tablets","Accord Healthcare Limited ","aceclofenac","POM: Prescription only medicine"
"https://www.medicines.org.uk/emc/product/2389/smpc","Aceclofenac 100 mg Film-coated Tablets","Rivopharm UK Ltd","aceclofenac","POM: Prescription only medicine"
"https://www.medicines.org.uk/emc/product/4496/smpc","Acea 0.75% w/w Gel","Ferndale Pharmaceuticals Ltd","metronidazole","POM: Prescription only medicine"
"https://www.medicines.org.uk/emc/product/2258/smpc","Accuretic Film Coated Tablets","Pfizer Limited","hydrochlorothiazide,quinapril hydrochloride","POM: Prescription only medicine"
"https://www.medicines.org.uk/emc/product/130/smpc","Accupro Tablets 5mg","Pfizer Limited","quinapril hydrochloride","POM: Prescription only medicine"
"https://www.medicines.org.uk/emc/product/1965/smpc","Accupro Tablets 40mg","Pfizer Limited","quinapril hydrochloride","POM: Prescription only medicine"
"https://www.medicines.org.uk/emc/product/1961/smpc","Accupro Tablets 10mg","Pfizer Limited","quinapril hydrochloride","POM: Prescription only medicine"
"https://www.medicines.org.uk/emc/product/1966/smpc","Accupro Tablets 20mg","Pfizer Limited","quinapril hydrochloride","POM: Prescription only medicine"
"https://www.medicines.org.uk/emc/product/2766/smpc","Accrete D3 film-coated tablets","Internis Pharmaceuticals Ltd","calcium carbonate,colecalciferol; cholecalciferol","P: Pharmacy"
"https://www.medicines.org.uk/emc/product/8506/smpc","Accrete D3 One a Day 1000 mg / 880 IU Chewable Tablets","Sandoz Limited","calcium carbonate,colecalciferol; cholecalciferol","P: Pharmacy"
"https://www.medicines.org.uk/emc/product/3383/smpc","Accofil 48 MU/0.5 ml solution for injection or infusion in pre-filled syringe","Accord Healthcare Limited ","filgrastim","POM: Prescription only medicine"
"https://www.medicines.org.uk/emc/product/3384/smpc","Accofil 30 MU/0.5 ml solution for injection or infusion in pre-filled syringe","Accord Healthcare Limited ","filgrastim","POM: Prescription only medicine"
"https://www.medicines.org.uk/emc/product/9999/smpc","Acarbose 50 mg Tablets","Glenmark Pharmaceuticals Europe Ltd","acarbose","POM: Prescription only medicine"
"https://www.medicines.org.uk/emc/product/10000/smpc","Acarbose 100 mg Tablets","Glenmark Pharmaceuticals Europe Ltd","acarbose","POM: Prescription only medicine"
"https://www.medicines.org.uk/emc/product/2729/smpc","Acamprosate 333 mg Gastro-resistant Tablets.","Mylan","acamprosate calcium","POM: Prescription only medicine"
"https://www.medicines.org.uk/emc/product/7136/smpc","Abtard Prolonged Release Tablets","Martindale Pharma, an Ethypharm Group Company","oxycodone hydrochloride","POM: Prescription only medicine"
"https://www.medicines.org.uk/emc/product/10269/smpc","Abstral 800 microgram sublingual tablets","Kyowa Kirin Ltd","fentanyl citrate","POM: Prescription only medicine"
"https://www.medicines.org.uk/emc/product/10268/smpc","Abstral 600 microgram sublingual tablets","Kyowa Kirin Ltd","fentanyl citrate","POM: Prescription only medicine"
"https://www.medicines.org.uk/emc/product/10267/smpc","Abstral 400 microgram sublingual tablets","Kyowa Kirin Ltd","fentanyl citrate","POM: Prescription only medicine"
"https://www.medicines.org.uk/emc/product/10266/smpc","Abstral 300 microgram sublingual tablets","Kyowa Kirin Ltd","fentanyl citrate","POM: Prescription only medicine"
"https://www.medicines.org.uk/emc/product/10265/smpc","Abstral 200 microgram sublingual tablets","Kyowa Kirin Ltd","fentanyl citrate","POM: Prescription only medicine"
"https://www.medicines.org.uk/emc/product/6432/smpc","Abstral 100 microgram sublingual tablets","Kyowa Kirin Ltd","fentanyl citrate","POM: Prescription only medicine"
"https://www.medicines.org.uk/emc/product/6438/smpc","Abraxane 5 mg/ml powder for suspension for infusion","Celgene Ltd","paclitaxel albumin","POM: Prescription only medicine"
"https://www.medicines.org.uk/emc/product/7962/smpc","Abilify Maintena 400 mg powder and solvent for prolonged-release suspension for injection in pre-filled syringe","Otsuka Pharmaceuticals (UK) Ltd","aripiprazole","POM: Prescription only medicine"
"https://www.medicines.org.uk/emc/product/7965/smpc","Abilify Maintena 400 mg powder and solvent for prolonged-release suspension for injection","Otsuka Pharmaceuticals (UK) Ltd","aripiprazole","POM: Prescription only medicine"
"https://www.medicines.org.uk/emc/product/6239/smpc","Abilify 7.5 mg/ml solution for injection (intramuscular)","Otsuka Pharmaceuticals (UK) Ltd","aripiprazole","POM: Prescription only medicine"
"https://www.medicines.org.uk/emc/product/7148/smpc","Abilify 5 mg tablets","Otsuka Pharmaceuticals (UK) Ltd","aripiprazole","POM: Prescription only medicine"
"https://www.medicines.org.uk/emc/product/7972/smpc","Abilify 30 mg tablets","Otsuka Pharmaceuticals (UK) Ltd","aripiprazole","POM: Prescription only medicine"
"https://www.medicines.org.uk/emc/product/8908/smpc","ABILIFY 30 mg orodispersible tablets","Otsuka Pharmaceuticals (UK) Ltd","aripiprazole","POM: Prescription only medicine"
"https://www.medicines.org.uk/emc/product/7971/smpc","Abilify 15 mg tablets","Otsuka Pharmaceuticals (UK) Ltd","aripiprazole","POM: Prescription only medicine"
